商家名称,商家图片,联系人,联系电话,微信号,入驻时长（单位：月）,商家地址,简介
泉之乡珍贵天然矿泉水(人民东路店),https://poi-pic-gz.cdn.bcebos.com/pic_98d465315deec6bc399cf80d8beefc8e.jpeg,(0753)5528686,(0753)5528686, ,6,广东梅州市大埔县人民东路55号, 
嘉应泉,https://poi-pic-gz.cdn.bcebos.com/pic_46af392cdae96497813b9575b6ed6034.jpeg,13923010937,13923010937, ,6,梅州市梅县区新华街新城百怡苑, 
三记水店,https://poi-pic-gz.cdn.bcebos.com/pic_ad9537a0cad44108abad0e7fcbd42e52.jpeg,18719341585,18719341585, ,6,梅州市平远县平岗路前景家园北侧约170米, 
明伦水业,https://lbsugc.cdn.bcebos.com/images/B65d083034e1ed10f5c.jpeg,(0759)2236110/13724711790/18934030900,(0759)2236110/13724711790/18934030900, ,6,工农街道工农东一路25号霞山东村门卫对面, 
滋源水店,https://poi-pic-gz.cdn.bcebos.com/pic_6b5d99366f9c404952d8c100c698198e.jpeg,(0759)3355178,(0759)3355178, ,6,广东省湛江市赤坎区东园东村一路, 
桶装放心水,https://taojin-pic-gz.cdn.bcebos.com/bos_gz_db3cb6ee6753b15bd79b2d56e4d53a8b.jpg,13542026303,13542026303, ,6,湛江市吴川市三中路吴川市第三中学东侧约30米, 
怡宝,https://poi-pic-gz.cdn.bcebos.com/pic_89a5e63de2be39bce235ba00c9aa0214.jpeg,15017366655,15017366655, ,6,广东省湛江市麻章区坑排二横路麻章区实验学校(小学部)东侧约140米, 
晨露矿泉水经营部,https://lbsugc.cdn.bcebos.com/images/B66bc51fad3e6f4e06.jpeg,(0660)8836020/18998516686,(0660)8836020/18998516686, ,6,广东省汕尾市陆丰市G324(福昆线), 
金竹山泉,https://poi-pic-gz.cdn.bcebos.com/pic_cdc9e3017604a5a78b9352d2254e59c5.jpeg,(0660)6414588,(0660)6414588, ,6,汕尾市海丰县红城大道东城东市场(红城大道东店)东北侧, 
恒大新康源水业,https://poi-pic-gz.cdn.bcebos.com/pic_38dd7da79d814a71b60d68a436d92f77.jpeg,(0660)5559659/13539543957,(0660)5559659/13539543957, ,6,汕尾市陆河县祥和二街水唇镇汽车客运站西南侧约110米, 
晶莹饮用水店,https://poi-pic-gz.cdn.bcebos.com/pic_f8f1e45c648f5f32f0beba8861c25568.jpg,(0766)2881612/13927143555,(0766)2881612/13927143555, ,6,云浮市新兴县象岗路平康教师村北侧约50米, 
兴业水店,https://taojin-pic-gz.cdn.bcebos.com/bos_gz_3049bf67cfffe879c49da8c88fe63fe6.jpg,(0766)8212238,(0766)8212238, ,6,广东省云浮市云城区建设路12号, 
鼎湖山泉(宝翠园店),https://poi-pic-gz.cdn.bcebos.com/pic_701c60b838b0aa1baa893f46e8b4122e.jpeg,(0758)2876543,(0758)2876543, ,6,龙塘北路10号宝翠园第二幢01号商铺之一卡, 
水谷山谷水,https://poi-pic-gz.cdn.bcebos.com/pic_57a60c7940e04580ad69897780c01b03.jpeg,(0758)2667788,(0758)2667788, ,6,肇庆市鼎湖区广利办事处桥林双龙新村水谷大厦, 
锦信华苑水时光山泉水,https://poi-pic-gz.cdn.bcebos.com/pic_ff582f86405324b511c3e4a0770f9213.jpeg,13528942128,13528942128, ,6,广东省肇庆市四会市农场路锦信华苑1期3拣c106号, 
鼎湖山泉(怀城飘鼎店),https://taojin-his.cdn.bcebos.com/77c6a7efce1b9d16d728f984fddeb48f8d546463.jpg,(0758)5521999,(0758)5521999, ,6,城北一路与城北一路二巷交叉口西南20米, 
水思源·桶装水配送(青云店),https://lbsugc.cdn.bcebos.com/images/B64c87a39903df15f26.jpeg,13217820709,13217820709, ,6,广西壮族自治区柳州市城中区细柳巷20号-12号, 
甘妹水行,https://poi-pic-gz.cdn.bcebos.com/pic_4894c3b287d7f1671eaf0ee33ab2089b.jpeg,18588420916/18607729290,18588420916/18607729290, ,6,广西壮族自治区柳州市柳北区红碑路北一巷14号, 
吉祥苑水店,https://poi-pic-gz.cdn.bcebos.com/pic_caa44fcebb2d144749983ed6500c4099.jpeg,13557300761,13557300761, ,6,广西壮族自治区柳州市柳南区西环路3号, 
竹桥村老表送水站,https://taojin-his.cdn.bcebos.com/fc1f4134970a304ef5274c8cdcc8a786c9175cbb.jpg,18076757639,18076757639, ,6,桂林市七星区航天路桂林市七星区可爱多幼儿园西南侧约100米, 
爱家水店,https://taojin-his.cdn.bcebos.com/3801213fb80e7becf812ff6b252eb9389a506b74.jpg,18877445572,18877445572, ,6,广西壮族自治区贺州市钟山县北环西路280号, 
嘉年豪庭水店,https://taojin-his.cdn.bcebos.com/b999a9014c086e06fe0538a608087bf40bd1cbaa.jpg,15078175851/18978458338,15078175851/18978458338, ,6,贺州市八步区灵凤路嘉年濠庭西南侧约110米, 
广西富川安之泉饮用水有限责任公司经营部,https://poi-pic-gz.cdn.bcebos.com/pic_806773f6c88cdb95a7d1a03a0b990fb7.jpeg,13367748780,13367748780, ,6,广西壮族自治区贺州市富川瑶族自治县园艺路476号, 
羊角山水店,https://poi-pic-gz.cdn.bcebos.com/pic_d1722660120d7699e35b7eca00a680f8.jpeg,13978419893/18978419893,13978419893/18978419893, ,6,贺州市平桂区平桂管理区, 
文荣送水送气店(百澄山泉平果总代),https://poi-pic-gz.cdn.bcebos.com/pic_70439d2f9033e351252ad889dced35b9.jpeg,17777097172/18778624119,17777097172/18778624119, ,6,广西壮族自治区百色市平果市马头镇新兴路642号, 
特丽洁纯净水(西林县销售点),https://taojin-his.cdn.bcebos.com/a686c9177f3e67094f935ac036c79f3df8dc5579.jpg,(0776)8686121/18775611113,(0776)8686121/18775611113, ,6,城北中路008号, 
九道沟山泉水服务中心,https://poi-pic-gz.cdn.bcebos.com/pic_9079eadfeea5db15cfb166051a1c75ee.jpeg,(0776)8418288,(0776)8418288, ,6,百色市隆林各族自治县迎宾路民族文化广场东侧约140米, 
白石湖广云桶装水销售批发站,https://lbsugc.cdn.bcebos.com/images/B65754b08d9b2d5ecb.jpeg,19178769979,19178769979, ,6,钦州市钦南区钦州恒大学府, 
天心湾山泉(钦州总部),https://lbsugc.cdn.bcebos.com/images/B65703edf1cf7b669b.jpeg,07773608133,07773608133, ,6,广西壮族自治区钦州市钦北区鸿亭街276~278号店铺, 
陈子标桶装水店,https://lbsugc.cdn.bcebos.com/images/B6612cb610485916009.jpeg,17776645910/18677791199,17776645910/18677791199, ,6,钦州市灵山县永福街陆阳市场西侧约110米, 
玉林山之源水站,https://poi-pic.cdn.bcebos.com/fe25d5a5d83ca48c925ff75d45f98a01.jpg,15207759294,15207759294, ,6,中山路北侧(苗园中学正背后), 
静真容山泉(南园旗舰店),https://taojin-his.cdn.bcebos.com/faf2b2119313b07e4de0b77c01d7912397dd8c61.jpg,(0775)6333500/(0775)6393333,(0775)6333500/(0775)6393333, ,6,一环南路210号, 
德鑫源水行,https://taojin-his.cdn.bcebos.com/c8ea15ce36d3d539ffe139173487e950342ab001.jpg,18977427213,18977427213, ,6,广西壮族自治区梧州市龙圩区银兴二路21号, 
鼎湖山泉(金山总店),https://taojin-his.cdn.bcebos.com/622762d0f703918ffd08c325573d269758eec400.jpg,(0774)3918888,(0774)3918888, ,6,金湖北路3号金山华庭2号楼地层8号铺, 
鼎湖山泉(泉惠您潘塘店),https://taojin-his.cdn.bcebos.com/7a899e510fb30f246ce2748cc495d143ac4b03c0.jpg,(0774)3835111,(0774)3835111, ,6,新兴一路200号明珠新村地层1号铺, 
健乐水行,https://poi-pic-gz.cdn.bcebos.com/pic_650268a992b54604c9e0d1b2f47ef511.jpeg,(0774)8519008,(0774)8519008, ,6,沿江二路丽景湾花园观景阁五栋, 
思源水行,https://poi-pic-gz.cdn.bcebos.com/pic_01f86119dc3cdd4d306b58c2846bfab1.jpg,18607740040,18607740040, ,6,广西壮族自治区梧州市藤县金川四街60号, 
扶绥县娃哈哈桶装水(未来城店),https://poi-pic-gz.cdn.bcebos.com/pic_a1d5efc3dd87e29bece0667452b6ab1e.jpeg,(0771)7515902/18978168632,(0771)7515902/18978168632, ,6,广西壮族自治区崇左市扶绥县新宁镇未来城碧水园2305号商铺, 
德天瀑布,https://poi-pic-gz.cdn.bcebos.com/pic_78e46eb41ac59843fa1c88c954211cb5.jpeg,(0771)3523212,(0771)3523212, ,6,广西壮族自治区崇左市天等县中山街66号, 
伏波山泉崇左经销部,https://poi-pic-gz.cdn.bcebos.com/pic_8c4acdfc361615fd89664960b3028441.jpg,(0771)7833033/15977661248,(0771)7833033/15977661248, ,6,江南路142号, 
上甲山泉经销部,https://poi-pic-gz.cdn.bcebos.com/pic_8db07075f76bfebc0f49456162a0a633.jpeg,13737901363,13737901363, ,6,崇左市大新县德天大道新大新酒店(德天大道店)东南侧约30米, 
奥液山泉,https://poi-pic-gz.cdn.bcebos.com/pic_fc0bebcafb161783b7d8f6ccfdcef414.jpg,13558448518/13669416194,13558448518/13669416194, ,6,崇左市凭祥市皇龙西城时代东南侧约40米, 
上甲山泉,https://poi-pic-gz.cdn.bcebos.com/pic_eb88a85f780351bcf60d11ac4d650fb4.jpeg,(0771)8815220/18070719627,(0771)8815220/18070719627, ,6,崇左市龙州县白沙街二巷龙州县第一中学东侧约160米, 
银安天然淡泉水,https://taojin-his.cdn.bcebos.com/63d0f703918fa0ecb0753b482b9759ee3c6ddbc1.jpg,(0772)4255501/(0772)4266630/13377245627/18007826003,(0772)4255501/(0772)4266630/13377245627/18007826003, ,6,来宾市兴宾区北海南路德采幼儿园北侧约130米, 
瑶山森林,https://poi-pic-gz.cdn.bcebos.com/pic_6ce2e67f08f10a09553bc730fac8b623.jpeg,(0772)5518168/15678007688,(0772)5518168/15678007688, ,6,来宾市忻城县鞍山路御景新城西侧, 
众盛山泉水店,https://poi-pic-gz.cdn.bcebos.com/pic_e2c1fe22bf4314b5c63e1623914dd76f.jpeg,15778221188,15778221188, ,6,广西壮族自治区来宾市金秀瑶族自治县桐木镇桐鑫城5栋1-7号, 
津头送水站,https://taojin-his.cdn.bcebos.com/7aec54e736d12f2e967fde5541c2d56285356888.jpg,(0771)5351364/13257795259,(0771)5351364/13257795259, ,6,双拥路黄屋坡79号, 
南宁市洁源送水部(友爱路西三巷),https://poi-pic-gz.cdn.bcebos.com/pic_7aa60c1d113848c3529e9e718f81ab20.jpg,(0771)3931756/13481180574,(0771)3931756/13481180574, ,6,广西壮族自治区南宁市西乡塘区友爱路西三巷117号, 
百合送水,https://taojin-his.cdn.bcebos.com/a686c9177f3e67098bee1d7135c79f3df9dc5555.jpg,13100414560/18778019201,13100414560/18778019201, ,6,广西壮族自治区南宁市兴宁区东州路1号保利山水怡城怡雅园3栋, 
光华送水店,https://poi-pic-gz.cdn.bcebos.com/pic_05013980f0ae42de4a93dd9b6479431f.jpeg,(0771)6408011/15977658711,(0771)6408011/15977658711, ,6,广西壮族自治区南宁市武鸣区大同村相凉屯32号, 
娃哈哈桶装水(贵港总代理),https://poi-pic-gz.cdn.bcebos.com/pic_deee87a0e695f47e33a365297ac9fb51.jpeg,18078562208,18078562208, ,6,贵港市港北区民生路万豪景苑南侧约40米, 
荷城山泉(港南路店),https://poi-pic-gz.cdn.bcebos.com/pic_762a9704036cba5a8a877f478d5cd527.jpeg,(0775)4589188,(0775)4589188, ,6,广西壮族自治区贵港市港南区江二路216号, 
元宝山泉覃塘销售部,https://poi-pic-gz.cdn.bcebos.com/pic_bd621328151ffab4469a4df3a53d7213.jpeg,18934897683,18934897683, ,6,贵港市覃塘区福昆线小太阳幼儿园(中共覃塘区财政局纪律检查委员会北)东南侧约70米, 
惠锦商店水万家桶装矿泉水经营部(第二分店),https://poi-pic-gz.cdn.bcebos.com/pic_e27dac33d29602ade21134ae6df939e7.jpeg,13481719095,13481719095, ,6,广西壮族自治区防城港市港口区江山大道辅路翡翠园一期商铺10014号, 
恒大水店,https://poi-pic-gz.cdn.bcebos.com/pic_4df06a8201d8d2767484ddcc1d5540b1.jpeg,15777029921,15777029921, ,6,广西壮族自治区防城港市上思县团结东路57号, 
三里桥送水店,https://poi-pic.cdn.bcebos.com/63196822a62228a0610c55f7d0737ed8.jpg,18378041311,18378041311, ,6,河池市宜州区城中东路20号, 
鹏程送水站,https://taojin-his.cdn.bcebos.com/10dfa9ec8a13632761bfec489c8fa0ec08fac77e.jpg,(0778)7272434,(0778)7272434, ,6,广西壮族自治区河池市南丹县教育路68号, 
旺达送气送水店,https://taojin-his.cdn.bcebos.com/f7246b600c33874403e149715e0fd9f9d72aa093.jpg,(0778)8829088,(0778)8829088, ,6,广西壮族自治区河池市环江毛南族自治县新安路93号, 
大苗山泉,https://poi-pic-gz.cdn.bcebos.com/pic_745eb62f5bbdd327c8de6fb2196c481a.jpeg,(0778)8361111/13768088011,(0778)8361111/13768088011, ,6,河池市罗城仫佬族自治县朝阳路罗城汽车总站东南侧约90米, 
北海水小二桶装水配送中心,https://poi-pic-gz.cdn.bcebos.com/pic_76f36fdd18425a29edb849b925d17769.jpeg,13977932205,13977932205, ,6,北海市海城区云贵路紫金阁, 
李公旗舰店,https://poi-pic-gz.cdn.bcebos.com/pic_fc5fe50aea14611a22b7ad4d48099148.jpeg,13978958246,13978958246, ,6,北海市合浦县红林路山口汽车站西侧约120米, 
还珠桶装水经销商,https://lbsugc.cdn.bcebos.com/images/B61ac434d411b4e268.jpeg,(0779)3887474/18877951415,(0779)3887474/18877951415, ,6,北海市银海区贵阳路岳麓海岸, 
玉泉水泵,https://poi-pic-gz.cdn.bcebos.com/pic_83110833090e7195769bd321b13d69c0.jpeg,(0996)2071983/15999021451,(0996)2071983/15999021451, ,6,巴音郭楞蒙古自治州库尔勒市建国路第二师惠民医院东侧约80米, 
润丰节水,https://taojin-his.cdn.bcebos.com/a8773912b31bb051f71b69163a7adab44aede0d5.jpg,13119005939/18742729983,13119005939/18742729983, ,6,新疆维吾尔自治区昌吉回族自治州昌吉市天山路9号, 
地质郎纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_7abb798951ad9c327810367c76cdd371.jpeg,(0994)8355113,(0994)8355113, ,6,昌吉回族自治州阜康市城北路阜荣小区, 
天之利纯净水配送站,https://poi-pic-gz.cdn.bcebos.com/pic_25285c2bdac4f45ce5cc419beda017e7.jpg,(0902)2562666,(0902)2562666, ,6,新疆维吾尔自治区哈密市伊州区延安路36号, 
百川纯净水,https://lbsugc.cdn.bcebos.com/images/H91ef76c6a7efce1b034f1c62a151f3deb48f6536.jpg,(0909)5333218/18509006507,(0909)5333218/18509006507, ,6,新疆博尔塔拉州精河县茫丁乡绿园小区旁, 
伊力特纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_5801cede56f660c2c0dc14b197b74d0a.jpeg,18099803966,18099803966, ,6,伊犁哈萨克自治州察布查尔锡伯自治县殷登路庙拜街丹心苑小区北侧约100米, 
乌鲁木齐水业和平渠供水管理分公司,https://poi-pic-gz.cdn.bcebos.com/pic_d0af709280061ab0801395350aa653a5.jpg,(0991)2648888,(0991)2648888, ,6,新疆维吾尔自治区乌鲁木齐市沙依巴克区滨河北路85号, 
生命源纯净水,https://taojin-his.cdn.bcebos.com/9e3df8dcd100baa1c852c35a4910b912c9fc2ed0.jpg,(0993)2656068,(0993)2656068, ,6,新疆维吾尔自治区石河子市东城街道玫瑰园3栋5-9号, 
山壶泉杭集水站,https://poi-pic-gz.cdn.bcebos.com/pic_f8833328436055324772856067ca8364.jpeg,13390612782,13390612782, ,6,扬州市广陵区富民路徐桥小区, 
润发一世(工农北路店),https://taojin-his.cdn.bcebos.com/35a85edf8db1cb138052ce3cd254564e92584be2.jpg,13115211802,13115211802, ,6,徐州市泉山区矿山路百合嘉园西侧约140米, 
山壶泉天然泉水,https://lbsugc.cdn.bcebos.com/images/B65e84c421a9f813834.jpeg,15365913788,15365913788, ,6,淮安市清江浦区鸿海北路富士快捷宾馆, 
太平洋纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_97fd25b0a3d9affe0af0875fcfbe1af5.jpg,(0517)86807575,(0517)86807575, ,6,江苏省淮安市金湖县同仁巷31号, 
桃花源纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_7ea2859c20909cbdca186c758efcde59.jpg,13813301349,13813301349, ,6,江苏省淮安市盱眙县文明西路136号, 
东台市元康纯净水厂,https://pic-map.cdn.bcebos.com/img/5e91b6ea31e7a24134839182e89f6261,(0515)85239529,(0515)85239529, ,6,望海东路48号1楼, 
有爱纯净水(小尖总代理),https://poi-pic-gz.cdn.bcebos.com/pic_09adb4d55eca2fe5e1c4c87e0694dbd7.jpg,13625130288,13625130288, ,6,江苏省盐城市响水县豫港路98号, 
渗渗纯净水,https://taojin-his.cdn.bcebos.com/43a7d933c895d143ffbb5b0c7cf082025baf07cb.jpg,(0515)83510688/15371173995,(0515)83510688/15371173995, ,6,盐城市大丰区常乐路大丰区人民路小学南侧约110米, 
猴嘴送水中心,https://taojin-his.cdn.bcebos.com/3801213fb80e7bec6d900fa6222eb9389b506b2a.jpg,(0518)85444867,(0518)85444867, ,6,通园路14-23号, 
南山矿泉水厂直销处,https://taojin-his.cdn.bcebos.com/4ec2d5628535e5dd959299e07bc6a7efce1b6256.jpg,(0518)87229599,(0518)87229599, ,6,玉带河路91号-1-2, 
1桶水(赣榆店),https://poi-pic-gz.cdn.bcebos.com/pic_6c120d95caa22d6c6ebbd3683bf6df46.jpeg,18344853985,18344853985, ,6,连云港市赣榆区文化路中贤新世纪广场东南侧约70米, 
娃哈哈桶装水(沭阳事业部),https://taojin-his.cdn.bcebos.com/203fb80e7bec54e736be5d12b7389b504fc26a6f.jpg,(0527)89999910,(0527)89999910, ,6,健康家园西门琴香饭店对面, 
怡口纯水(泗洪专卖店),https://poi-pic-gz.cdn.bcebos.com/pic_3f0af9c9bad95ff11d0cb221e4dfa2b9.jpg,18936965800,18936965800, ,6,江苏省宿迁市泗洪县淮河西路环洲万博城17栋126号, 
桶装水配送纯净水配送,https://poi-pic-gz.cdn.bcebos.com/pic_8bd9bec2565d315e65296ea307925c82.jpeg,13228880116,13228880116, ,6,南通市崇川区乐成路枫丹酩悦, 
泉水批发部,https://poi-pic-gz.cdn.bcebos.com/pic_3dc1dabff4fba5d5c1236703aff76084.jpeg,(0513)86192059/15720720718,(0513)86192059/15720720718, ,6,南通市通州区S335果园名居西南侧约280米, 
吕四水站,https://poi-pic-gz.cdn.bcebos.com/pic_f835e3d1d3be43e145a437a089888ede.jpeg,13771955785,13771955785, ,6,南通市启东市吕北公路城南农贸市场南侧约160米, 
海发纯净水,https://taojin-his.cdn.bcebos.com/f9dcd100baa1cd11342f36f8b712c8fcc2ce2d48.jpg,(0513)82100174,(0513)82100174, ,6,江苏省南通市海门区嘉陵江路368-4号, 
扬中送水网,https://poi-pic-gz.cdn.bcebos.com/pic_0d324e6f4eed94354afc491ee4055433.jpeg,(0511)88352888/18262550658,(0511)88352888/18262550658, ,6,江苏省镇江市扬中市明珠大道555号(车管所北侧)附近送水送水电话扬中桶装纯净水, 
镇江送水网丹徒站,https://lbsugc.cdn.bcebos.com/images/B65d03b057dfe53937.jpeg,18352866839,18352866839, ,6,镇江市丹徒区瑞山路兰天·幸福城, 
小孔送水,https://poi-pic-gz.cdn.bcebos.com/pic_ad5b09b1929713aac27fa83a465806ec.jpeg,13862467775,13862467775, ,6,江苏省镇江市丹阳市天禄路136号, 
农夫山泉(文化路店),https://poi-pic-gz.cdn.bcebos.com/pic_ecd72c0a18649ed9d94cc368249b172e.jpg,(0523)83985097/13952695406,(0523)83985097/13952695406, ,6,江苏省泰州市兴化市新泽路锦鹏花园1幢1号正南方向20米, 
圣洁达饮用水,https://poi-pic-gz.cdn.bcebos.com/pic_58dd87a9e1511ab0b20f62b2d8413eaa.jpeg,(0523)86663999,(0523)86663999, ,6,江苏省泰州市海陵区迎宾路1号, 
景田桶装水(金棕榈专营店),https://poi-pic-gz.cdn.bcebos.com/pic_c5138a7151217dc7b257855a605a2ab3.jpeg,13512531961,13512531961, ,6,南京市浦口区大桥北路9号旭日华庭金棕榈园区11幢1单元108室, 
纯露水站,https://lbsugc.cdn.bcebos.com/images/e8c25d052b4fd80a8562e7e097362e8f_2126.jpeg,13372003743,13372003743, ,6,延龄巷26号纯净水农夫山泉矿泉水桶装水, 
大海送水(仙林桶装水站),https://pic-map.cdn.bcebos.com/img/ba89e02fd8a0b793b1c46f990abd3f0e,19231807890,19231807890, ,6,江苏省南京市栖霞区文苑路108号, 
洞庭山天然泉水(五塘店),https://poi-pic-gz.cdn.bcebos.com/pic_93a5913a454be2da393e660f48ad7143.jpeg,18912977482,18912977482, ,6,江苏省南京市鼓楼区安环东路31号、33号, 
农夫山泉(高新区店),https://lbsugc.cdn.bcebos.com/images/B64252c5b22dc413192.jpeg,13776025209,13776025209, ,6,江苏省苏州市昆山市东亭子路6号, 
洞庭山天然泉水(四通路店),https://poi-pic-gz.cdn.bcebos.com/pic_bb153e7e33de80b0d8a6ce0b3d1a3ef4.jpeg,17712669389,17712669389, ,6,江苏省苏州市太仓市四通路17号, 
大桶水批发,https://taojin-his.cdn.bcebos.com/c9fcc3cec3fdfc039cff79aadb3f8794a4c22618.jpg,18913081417,18913081417, ,6,莘塔大街1222号, 
洞庭山天然泉水(浒关店),https://photo-meituan.cdn.bcebos.com/photo/1699774017ecbf0301dcae9d7a2bd2f9a438df70f0,(0512)87821802,(0512)87821802, ,6,浒杨路新浒商业城1幢119号, 
洞庭山桶装水送水(御窑路站),https://photo-meituan.cdn.bcebos.com/photo/173987048807933c90db61e3cb417b5ff78eb3cb85,051287821802/19951305689,051287821802/19951305689, ,6,玉成路15号西湖君庭小区113, 
卡迪拉矿泉水,https://poi-pic-gz.cdn.bcebos.com/pic_b7128e386338192cb43f1e0f8b0f7e03.jpeg,(0519)86160917,(0519)86160917, ,6,江苏省常州市武进区雪湖路12-8号, 
仙寓龙泉,https://poi-pic-gz.cdn.bcebos.com/pic_06be86297d09385d82148ec9206fe910.jpeg,13914304400,13914304400, ,6,常州市金坛区上庄路阳光花园(西城路), 
海澄信送水,https://lbsugc.cdn.bcebos.com/images/B66c34fb6bf4e3b627.jpeg,15852525177/4000114008,15852525177/4000114008, ,6,无锡市惠山区惠源路百大春城-北区北侧约230米, 
新吴区春潮仁好供水站,https://lbsugc.cdn.bcebos.com/images/B5faf9bc99341e10eea.jpeg,18012479466,18012479466, ,6,江苏省无锡市新吴区春潮花园一区416栋旁37号库, 
无锡供水(清扬路店),https://taojin-his.cdn.bcebos.com/d8f9d72a6059252db66cceee3d9b033b5ab5b9e5.jpg,(0510)82853655,(0510)82853655, ,6,清扬路28号文隆大楼F1层, 
洞庭山天然泉水(泾声路店),https://taojin-his.cdn.bcebos.com/024f78f0f736afc3e43f47e3bd19ebc4b7451200.jpg,(0510)83791693,(0510)83791693, ,6,泾声路23号, 
纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_257b60bc34ee5cc63fd0fa624d8880b1.jpeg,(0701)5887005/(0701)5887243,(0701)5887005/(0701)5887243, ,6,鹰潭市余江区安仁大道冠锦城桂花苑, 
润田桶装水红谷滩配送中心,https://poi-pic-gz.cdn.bcebos.com/pic_aadaccc285b6919253b25ab75606870e.jpg,(0791)83721145/13617915070/18279180885,(0791)83721145/13617915070/18279180885, ,6,江西省南昌市红谷滩区沁园路14号, 
润田桶装水锦昌配送中心,https://poi-pic-gz.cdn.bcebos.com/pic_845a18c7ea5a499d029d042c63412265.jpg,13870618403,13870618403, ,6,江西省南昌市青云谱区建设路430号, 
沁泉含硒专用泡茶水,https://lbsugc.cdn.bcebos.com/images/B65e2f499da6ce11e49.jpeg,18070029912,18070029912, ,6,江西省南昌市西湖区蓼洲街60号, 
农夫山泉送水到府(南京路服务站),https://poi-pic-gz.cdn.bcebos.com/pic_33a1f0dbd6e48acb4c5c1cc73fbcad14.jpeg,13330057646,13330057646, ,6,江西省南昌市青山湖区湖坊镇南京东路星光喻村28号, 
东震饮用天然泉水,https://poi-pic-gz.cdn.bcebos.com/pic_732110ac065a81615d3977907328fcc2.jpeg,18979431677,18979431677, ,6,建屏北路22号（天外天对面）, 
抚河源饮用纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_efc5681765dce733654c8d1bc41df15a.jpeg,15307047886,15307047886, ,6,江西省抚州市广昌县公园路爱莲名苑a60号, 
崇福山泉水总批发部,https://poi-pic-gz.cdn.bcebos.com/pic_428a8bf8cc4311754091a48494df3345.jpeg,18970477966,18970477966, ,6,抚州市崇仁县巴山镇新黄小区47号, 
涌洁纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_09f99f7ba74f015780a495f5ccd26412.jpeg,(0790)5814353,(0790)5814353, ,6,江西省新余市分宜县钤山东路106号, 
日晟桶装水配送站,https://lbsugc.cdn.bcebos.com/images/B66c8330e1b59012ac7.jpeg,18370236280,18370236280, ,6,九江市濂溪区怡康苑社区怡康苑二期2栋2号、18号, 
景田桶装水(柴桑区总经销),https://lbsugc.cdn.bcebos.com/images/16a81561e0c464ef08aee4a2f586dbe3_5696.jpeg,18720228128,18720228128, ,6,江西省九江市柴桑区嘉凯中央城渊明大道12-35号(贤母路与春晖巷交叉路口), 
润田好水送到家,https://poi-pic-gz.cdn.bcebos.com/pic_ab473bf3a3950c38005c2e949e4259b7.jpeg,18160722045,18160722045, ,6,九江市武宁县玉枕路樟岭小区东侧约30米, 
钰珏送水,https://poi-pic-gz.cdn.bcebos.com/pic_5e4f804ae21713eb30cb3a50ec20b636.jpeg,17687938253,17687938253, ,6,上饶市婺源县金庸大道世纪华庭, 
桶装送水店,https://poi-pic-gz.cdn.bcebos.com/pic_6fd56d8b8bcc247f87f6934bc3e4808e.jpeg,(0793)5780171/13317935527,(0793)5780171/13317935527, ,6,上饶市横峰县天台路五环花园北侧约40米, 
陈云桶装水配送中心,https://poi-pic-gz.cdn.bcebos.com/pic_6f95528c08015be12da9ee7531b869e9.jpeg,(0793)2135911/13340032627/13576381361,(0793)2135911/13340032627/13576381361, ,6,上饶市玉山县玉琊路贵源小区, 
醉公山泉含硒天然岩泉水,https://poi-pic-gz.cdn.bcebos.com/pic_0fd6c089526a892279bdb84449575c99.jpeg,(0793)3210777/(0793)3577966/18979317155,(0793)3210777/(0793)3577966/18979317155, ,6,江西省上饶市余干县阳水沟大街180号, 
上饶粤包客总代理,https://lbsugc.cdn.bcebos.com/images/B632c152e396f116ee3.jpeg,13479095607,13479095607, ,6,江西省上饶市信州区信州大道赣东北副食品百货批发市场, 
家友山泉,https://taojin-his.cdn.bcebos.com/b3b7d0a20cf431adc5002eb24736acaf2fdd986e.jpg,18770474527,18770474527, ,6,江西省吉安市遂川县泉江镇二纬路55号, 
恒广润(吉安店),https://taojin-his.cdn.bcebos.com/5d6034a85edf8db137bfdfe60523dd54574e749b.jpg,18870658688,18870658688, ,6,江西省吉安市吉州区沿江路11号, 
润田翠(万安店),https://poi-pic-gz.cdn.bcebos.com/pic_e9e6a6631c83488e5b7f73c5cd772f41.jpeg,(0796)5706189/4009700177,(0796)5706189/4009700177, ,6,江西省吉安市万安县开发路11号, 
吉水县百川饮用水厂,https://poi-pic-gz.cdn.bcebos.com/pic_c0fe29794ba5e5efbbe6f8347f940465.jpeg,(0796)3533262/18897965535,(0796)3533262/18897965535, ,6,吉安市吉水县龙华中大道桥北花苑小区西侧约90米, 
赣新六化健康水,https://poi-pic-gz.cdn.bcebos.com/pic_fd5ee408e88ca06fdc65f2bbeb0f898c.jpeg,13707966273,13707966273, ,6,吉安市永新县禾川大街将军洲际酒店西侧约140米, 
白水门山泉水,https://poi-pic-gz.cdn.bcebos.com/pic_a2562e6784dfcacfaebca273e19f1d2a.jpeg,13576626377,13576626377, ,6,吉安市永丰县龙岗北路南海名都东南侧约80米, 
